GeneID	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
217695	1435071_at	-0.534773186513508	6.24698413024408	-3.97044750632218	0.00125303770579649	0.00565811509502679	-2.18740445432515
217695	1435072_at	-0.225339480243066	6.95966739258245	-2.70666924704394	0.0163488706684652	0.0524021331830324	-4.73715965868167
71900	1435074_at	-0.600982726843357	7.015519093098	-6.18515124749196	1.82344364090697e-05	0.000136225164234794	2.16257860734974
71900	1435075_at	-0.263755850969159	4.62938742724836	-3.46098459455063	0.00353665463853828	0.014098166948269	-3.2310220956932
116972	1435076_at	-1.13270249638291	5.87587852845548	-10.0624822487637	5.0405772215341e-08	8.51402082881272e-07	8.31835259167544
228790	1435077_at	0.612037829669823	7.95611970910566	6.86482849347164	5.65903152840357e-06	4.90163205228595e-05	3.38058061548635
77097	1435078_at	-2.37546643491857	4.96264059634441	-15.4383437867868	1.49055699651604e-10	6.37379305705311e-09	14.4032320750048
66625	1435079_at	0.309780771562699	7.07346998170495	3.24948170667629	0.005447468216521	0.020446593211827	-3.66080551554631
66625	1435080_x_at	0.358121129225977	6.79955807027585	2.83688338436656	0.0125884759651728	0.0420277485013886	-4.48379649900702
19027	1435081_at	-0.336321851925343	6.66520476256083	-3.10552651296825	0.00730488459098092	0.0263988461488646	-3.95078053388194
330695	1435083_at	-0.855878253991972	6.19087382004123	-7.77737941265926	1.29698910606741e-06	1.37571744291501e-05	4.91869323477755
320117	1435084_at	1.49691535843666	6.81960281388083	16.0404061379786	8.7038142967578e-11	4.15397596400078e-09	14.9623354103176
69554	1435086_s_at	-0.922093874250195	8.30392926096479	-8.12086395440298	7.65884161363988e-07	8.72717068258647e-06	5.46953343442034
230761	1435087_at	-0.479847464667124	5.6662892596219	-4.78065832048098	0.000249481042847158	0.00136187902607718	-0.541332745802065
18193	1435088_at	0.604824155801439	8.29956279931156	7.36733306712126	2.48056877971717e-06	2.4142454150631e-05	4.24118160458148
243905	1435091_at	-0.513919946232682	9.7654158755269	-5.63003320392337	4.97035238298869e-05	0.00032787459825241	1.12233762955936
11861	1435092_at	1.27223161407318	4.59429466613945	9.33171776042145	1.33736274921691e-07	1.9595970549848e-06	7.29634122729086
78287	1435093_at	-0.274623828501068	6.93643190498704	-2.76233639101069	0.0146239451926317	0.047721188925033	-4.62930920836639
237422	1435096_at	0.560130873366559	7.74755157365226	4.82150308456329	0.000230388103035939	0.00126901976490277	-0.459589809536713
72554	1435099_at	1.32322351028978	9.26895766430094	17.1175545257802	3.47306930492417e-11	2.00819100924852e-09	15.9152259853479
116891	1435101_at	-0.447048352519931	6.43829443378511	-3.34360766531825	0.00449504532620874	0.0173289203570682	-3.46999638978643
71116	1435102_a_at	-0.439188627482172	6.1379408183781	-3.81540045526872	0.00171649666045744	0.007482671165986	-2.50540872527349
23874	1435103_x_at	0.541406211977146	10.1791535229662	5.38086027838311	7.90251699513728e-05	0.000495153402330768	0.642747732702837
68268	1435104_at	0.246958595917894	6.6590862607149	2.91288989037899	0.01079825855073	0.0368446254271807	-4.3342663062898
218232	1435107_at	-0.545980227841786	4.99965286973701	-6.39719283420807	1.25719773838745e-05	9.79458890983114e-05	2.54922612640787
NA	1435109_at	-0.327038097637056	5.43597801092741	-3.22311070652227	0.00574858697502646	0.021451846860886	-3.71410623811439
